hotel_id,price,stock,city,date,language,mobile,avatar_id
181,106,0,sofia,3,polish,0,78496
608,106,4,sofia,3,polish,0,78496
304,92,10,sofia,3,polish,0,78496
683,91,0,sofia,3,polish,0,78496
109,104,3,sofia,3,polish,0,78496
871,89,0,sofia,3,polish,0,78496
852,49,0,sofia,3,polish,0,78496
815,251,3,sofia,3,polish,0,78496
637,65,0,sofia,3,polish,0,78496
601,106,1,sofia,3,polish,0,78496
262,103,0,sofia,3,polish,0,78496
337,103,0,sofia,3,polish,0,78496
302,63,0,sofia,3,polish,0,78496
984,63,0,sofia,3,polish,0,78496
272,50,0,sofia,3,polish,0,78496
899,103,3,sofia,3,polish,0,78496
208,66,0,sofia,3,polish,0,78496
13,62,0,sofia,3,polish,0,78496
862,79,2,sofia,3,polish,0,78496
578,121,13,sofia,3,polish,0,78496
25,243,3,sofia,3,polish,0,78496
923,56,0,sofia,3,polish,0,78496
203,123,3,sofia,3,polish,0,78496
383,46,0,sofia,3,polish,0,78496
141,91,0,sofia,3,polish,0,78496
554,47,0,sofia,3,polish,0,78496
472,47,0,sofia,3,polish,0,78496
4,45,0,sofia,3,polish,0,78496
665,70,8,sofia,3,polish,0,78496
145,104,3,sofia,3,polish,0,78496
574,65,0,sofia,3,polish,0,78496
764,67,0,sofia,3,polish,0,78496
814,241,3,sofia,3,polish,0,78496
883,168,2,sofia,3,polish,0,78496
107,49,0,sofia,3,polish,0,78496
544,66,0,sofia,3,polish,0,78496
416,105,0,sofia,3,polish,0,78496
353,45,12,sofia,3,polish,0,78496
553,102,0,sofia,3,polish,0,78496
649,201,3,sofia,3,polish,0,78496
542,66,0,sofia,3,polish,0,78496
802,87,0,sofia,3,polish,0,78496
190,57,0,sofia,3,polish,0,78496
201,98,3,sofia,3,polish,0,78496
143,74,3,sofia,3,polish,0,78496
287,233,3,sofia,3,polish,0,78496
270,123,5,sofia,3,polish,0,78496
590,88,0,sofia,3,polish,0,78496
137,47,0,sofia,3,polish,0,78496
968,179,2,sofia,3,polish,0,78496
44,57,0,sofia,3,polish,0,78496
597,254,3,sofia,3,polish,0,78496
137,47,0,sofia,0,polish,0,100176
4,45,0,sofia,0,polish,0,100176
190,57,0,sofia,0,polish,0,100176
542,66,0,sofia,0,polish,0,100176
272,50,0,sofia,0,polish,0,100176
862,79,0,sofia,0,polish,0,100176
574,65,0,sofia,0,polish,0,100176
201,98,1,sofia,0,polish,0,100176
764,67,0,sofia,0,polish,0,100176
109,104,0,sofia,0,polish,0,100176
553,102,0,sofia,0,polish,0,100176
203,123,0,sofia,0,polish,0,100176
984,63,0,sofia,0,polish,0,100176
968,179,0,sofia,0,polish,0,100176
608,106,0,sofia,0,polish,0,100176
472,47,0,sofia,0,polish,0,100176
270,123,1,sofia,0,polish,0,100176
181,106,0,sofia,0,polish,0,100176
815,251,0,sofia,0,polish,0,100176
578,121,11,sofia,0,polish,0,100176
544,66,0,sofia,0,polish,0,100176
554,47,0,sofia,0,polish,0,100176
262,103,0,sofia,0,polish,0,100176
208,66,0,sofia,0,polish,0,100176
337,103,0,sofia,0,polish,0,100176
107,49,0,sofia,0,polish,0,100176
665,70,7,sofia,0,polish,0,100176
287,233,0,sofia,0,polish,0,100176
353,45,11,sofia,0,polish,0,100176
13,62,0,sofia,0,polish,0,100176
649,201,0,sofia,0,polish,0,100176
923,56,0,sofia,0,polish,0,100176
899,103,0,sofia,0,polish,0,100176
143,84,0,sofia,0,polish,0,100176
871,89,0,sofia,0,polish,0,100176
683,91,0,sofia,0,polish,0,100176
637,65,0,sofia,0,polish,0,100176
590,88,0,sofia,0,polish,0,100176
601,106,0,sofia,0,polish,0,100176
25,243,0,sofia,0,polish,0,100176
145,104,0,sofia,0,polish,0,100176
802,87,0,sofia,0,polish,0,100176
383,46,0,sofia,0,polish,0,100176
883,168,0,sofia,0,polish,0,100176
