hotel_id,price,stock,city,date,language,mobile,avatar_id
686,84,44,rome,39,slovene,1,78442
296,64,42,rome,39,slovene,1,78442
586,143,146,rome,39,slovene,1,78442
129,90,81,rome,39,slovene,1,78442
696,90,80,rome,39,slovene,1,78442
316,147,141,rome,39,slovene,1,78442
671,132,103,rome,39,slovene,1,78442
701,70,44,rome,39,slovene,1,78442
112,69,40,rome,39,slovene,1,78442
471,148,141,rome,39,slovene,1,78442
874,148,145,rome,39,slovene,1,78442
864,125,108,rome,39,slovene,1,78442
38,86,40,rome,39,slovene,1,78442
907,139,100,rome,39,slovene,1,78442
583,65,40,rome,39,slovene,1,78442
816,64,39,rome,39,slovene,1,78442
293,64,84,rome,39,slovene,1,78442
932,125,81,rome,39,slovene,1,78442
555,132,99,rome,39,slovene,1,78442
563,155,139,rome,39,slovene,1,78442
380,69,40,rome,39,slovene,1,78442
787,96,78,rome,39,slovene,1,78442
386,95,42,rome,39,slovene,1,78442
536,99,82,rome,39,slovene,1,78442
751,208,212,rome,39,slovene,1,78442
993,148,151,rome,39,slovene,1,78442
774,152,137,rome,39,slovene,1,78442
156,65,41,rome,39,slovene,1,78442
763,89,86,rome,39,slovene,1,78442
473,215,202,rome,39,slovene,1,78442
773,68,38,rome,39,slovene,1,78442
906,130,102,rome,39,slovene,1,78442
328,65,42,rome,39,slovene,1,78442
114,130,100,rome,39,slovene,1,78442
702,163,141,rome,39,slovene,1,78442
953,89,87,rome,39,slovene,1,78442
854,214,204,rome,39,slovene,1,78442
486,149,145,rome,39,slovene,1,78442
513,72,41,rome,39,slovene,1,78442
170,131,99,rome,39,slovene,1,78442
796,121,100,rome,39,slovene,1,78442
437,88,47,rome,39,slovene,1,78442
151,222,196,rome,39,slovene,1,78442
552,91,82,rome,39,slovene,1,78442
694,123,41,rome,39,slovene,1,78442
895,218,209,rome,39,slovene,1,78442
144,73,44,rome,39,slovene,1,78442
636,92,100,rome,39,slovene,1,78442
364,122,101,rome,39,slovene,1,78442
651,92,81,rome,39,slovene,1,78442
46,214,194,rome,39,slovene,1,78442
390,151,141,rome,39,slovene,1,78442
191,124,101,rome,39,slovene,1,78442
381,118,80,rome,39,slovene,1,78442
850,149,138,rome,39,slovene,1,78442
569,92,83,rome,39,slovene,1,78442
759,154,147,rome,39,slovene,1,78442
843,207,204,rome,39,slovene,1,78442
650,68,44,rome,39,slovene,1,78442
330,204,199,rome,39,slovene,1,78442
728,208,204,rome,39,slovene,1,78442
48,64,92,rome,39,slovene,1,78442
897,218,197,rome,39,slovene,1,78442
347,74,41,rome,39,slovene,1,78442
423,208,215,rome,39,slovene,1,78442
714,71,41,rome,39,slovene,1,78442
452,146,160,rome,39,slovene,1,78442
934,69,43,rome,39,slovene,1,78442
944,211,200,rome,39,slovene,1,78442
42,155,136,rome,39,slovene,1,78442
496,62,141,rome,39,slovene,1,78442
913,140,94,rome,39,slovene,1,78442
739,151,144,rome,39,slovene,1,78442
206,151,153,rome,39,slovene,1,78442
3,66,42,rome,39,slovene,1,78442
668,94,80,rome,39,slovene,1,78442
725,139,139,rome,39,slovene,1,78442
537,155,141,rome,39,slovene,1,78442
298,125,108,rome,39,slovene,1,78442
543,149,146,rome,39,slovene,1,78442
489,224,195,rome,39,slovene,1,78442
824,212,199,rome,39,slovene,1,78442
677,144,144,rome,39,slovene,1,78442
804,123,98,rome,39,slovene,1,78442
712,151,145,rome,39,slovene,1,78442
621,71,42,rome,39,slovene,1,78442
781,70,40,rome,39,slovene,1,78442
485,68,40,rome,39,slovene,1,78442
232,72,41,rome,39,slovene,1,78442
273,139,98,rome,39,slovene,1,78442
838,132,102,rome,39,slovene,1,78442
399,154,143,rome,39,slovene,1,78442
213,92,80,rome,39,slovene,1,78442
566,145,156,rome,39,slovene,1,78442
321,228,199,rome,39,slovene,1,78442
341,94,76,rome,39,slovene,1,78442
242,151,152,rome,39,slovene,1,78442
286,96,81,rome,39,slovene,1,78442
260,99,102,rome,39,slovene,1,78442
641,92,80,rome,39,slovene,1,78442
440,101,83,rome,39,slovene,1,78442
396,93,86,rome,39,slovene,1,78442
178,222,200,rome,39,slovene,1,78442
73,152,143,rome,39,slovene,1,78442
550,69,92,rome,39,slovene,1,78442
345,131,78,rome,39,slovene,1,78442
642,68,43,rome,39,slovene,1,78442
469,62,84,rome,39,slovene,1,78442
987,72,42,rome,39,slovene,1,78442
324,128,106,rome,39,slovene,1,78442
361,131,96,rome,39,slovene,1,78442
281,92,81,rome,39,slovene,1,78442
929,217,209,rome,39,slovene,1,78442
51,124,101,rome,39,slovene,1,78442
991,146,135,rome,39,slovene,1,78442
659,151,147,rome,39,slovene,1,78442
644,67,95,rome,39,slovene,1,78442
947,128,98,rome,39,slovene,1,78442
786,205,195,rome,39,slovene,1,78442
840,96,82,rome,39,slovene,1,78442
344,66,44,rome,39,slovene,1,78442
453,207,208,rome,39,slovene,1,78442
180,69,42,rome,39,slovene,1,78442
341,107,16,rome,19,slovene,0,78465
260,103,24,rome,19,slovene,0,78465
563,189,17,rome,19,slovene,0,78465
796,133,23,rome,19,slovene,0,78465
759,160,28,rome,19,slovene,0,78465
543,163,31,rome,19,slovene,0,78465
714,72,0,rome,19,slovene,0,78465
787,120,13,rome,19,slovene,0,78465
440,109,18,rome,19,slovene,0,78465
947,133,24,rome,19,slovene,0,78465
129,102,17,rome,19,slovene,0,78465
112,75,7,rome,19,slovene,0,78465
139,75,0,rome,19,slovene,0,78465
374,100,0,rome,19,slovene,0,78465
856,72,0,rome,19,slovene,0,78465
763,101,19,rome,19,slovene,0,78465
399,181,24,rome,19,slovene,0,78465
390,192,24,rome,19,slovene,0,78465
642,73,14,rome,19,slovene,0,78465
242,177,27,rome,19,slovene,0,78465
907,139,13,rome,19,slovene,0,78465
48,66,23,rome,19,slovene,0,78465
364,163,17,rome,19,slovene,0,78465
854,298,30,rome,19,slovene,0,78465
452,178,26,rome,19,slovene,0,78465
569,116,11,rome,19,slovene,0,78465
686,84,12,rome,19,slovene,0,78465
206,171,36,rome,19,slovene,0,78465
739,219,20,rome,19,slovene,0,78465
838,160,16,rome,19,slovene,0,78465
537,155,34,rome,19,slovene,0,78465
228,133,0,rome,19,slovene,0,78465
566,145,64,rome,19,slovene,0,78465
681,163,18,rome,19,slovene,0,78465
751,265,37,rome,19,slovene,0,78465
46,298,30,rome,19,slovene,0,78465
344,69,16,rome,19,slovene,0,78465
694,135,9,rome,19,slovene,0,78465
423,265,30,rome,19,slovene,0,78465
361,159,18,rome,19,slovene,0,78465
178,222,53,rome,19,slovene,0,78465
513,73,11,rome,19,slovene,0,78465
773,83,8,rome,19,slovene,0,78465
296,64,11,rome,19,slovene,0,78465
701,70,15,rome,19,slovene,0,78465
929,311,24,rome,19,slovene,0,78465
51,136,20,rome,19,slovene,0,78465
696,96,6,rome,19,slovene,0,78465
3,67,9,rome,19,slovene,0,78465
180,72,6,rome,19,slovene,0,78465
651,104,15,rome,19,slovene,0,78465
816,82,8,rome,19,slovene,0,78465
702,169,32,rome,19,slovene,0,78465
769,79,7,rome,19,slovene,0,78465
380,75,4,rome,19,slovene,0,78465
636,96,6,rome,19,slovene,0,78465
273,139,26,rome,19,slovene,0,78465
944,268,30,rome,19,slovene,0,78465
583,71,7,rome,19,slovene,0,78465
671,138,12,rome,19,slovene,0,78465
550,73,20,rome,19,slovene,0,78465
913,157,24,rome,19,slovene,0,78465
641,104,16,rome,19,slovene,0,78465
151,232,57,rome,19,slovene,0,78465
144,73,15,rome,19,slovene,0,78465
650,74,9,rome,19,slovene,0,78465
781,70,0,rome,19,slovene,0,78465
712,151,38,rome,19,slovene,0,78465
38,96,12,rome,19,slovene,0,78465
804,157,16,rome,19,slovene,0,78465
621,75,6,rome,19,slovene,0,78465
170,131,34,rome,19,slovene,0,78465
386,102,6,rome,19,slovene,0,78465
471,155,55,rome,19,slovene,0,78465
536,104,20,rome,19,slovene,0,78465
895,247,35,rome,19,slovene,0,78465
496,80,27,rome,19,slovene,0,78465
396,101,19,rome,19,slovene,0,78465
485,71,10,rome,19,slovene,0,78465
668,114,14,rome,19,slovene,0,78465
473,273,37,rome,19,slovene,0,78465
298,160,18,rome,19,slovene,0,78465
932,133,13,rome,19,slovene,0,78465
486,190,27,rome,19,slovene,0,78465
381,132,14,rome,19,slovene,0,78465
993,168,24,rome,19,slovene,0,78465
659,171,32,rome,19,slovene,0,78465
897,275,32,rome,19,slovene,0,78465
725,186,22,rome,19,slovene,0,78465
586,163,29,rome,19,slovene,0,78465
953,113,13,rome,19,slovene,0,78465
840,105,25,rome,19,slovene,0,78465
232,75,8,rome,19,slovene,0,78465
991,165,31,rome,19,slovene,0,78465
345,133,0,rome,19,slovene,0,78465
552,95,21,rome,19,slovene,0,78465
824,222,40,rome,19,slovene,0,78465
324,162,16,rome,19,slovene,0,78465
644,69,0,rome,19,slovene,0,78465
321,276,33,rome,19,slovene,0,78465
489,312,33,rome,19,slovene,0,78465
555,160,15,rome,19,slovene,0,78465
347,79,10,rome,19,slovene,0,78465
874,182,28,rome,19,slovene,0,78465
469,65,22,rome,19,slovene,0,78465
437,98,9,rome,19,slovene,0,78465
864,138,24,rome,19,slovene,0,78465
934,72,13,rome,19,slovene,0,78465
330,250,36,rome,19,slovene,0,78465
850,163,40,rome,19,slovene,0,78465
213,96,0,rome,19,slovene,0,78465
786,233,36,rome,19,slovene,0,78465
774,178,24,rome,19,slovene,0,78465
453,264,33,rome,19,slovene,0,78465
316,160,35,rome,19,slovene,0,78465
906,139,0,rome,19,slovene,0,78465
42,182,26,rome,19,slovene,0,78465
293,70,16,rome,19,slovene,0,78465
156,71,5,rome,19,slovene,0,78465
328,70,9,rome,19,slovene,0,78465
